AMK_reactionary;Kurdish Reactionaries;;;;;;;;;;;;x
AMK_liberal;The Liberal Group;;;;;;;;;;;;x
AMK_conservative;The Kurdish Gentry;;;;;;;;;;;;x
AMK_anarcho_liberal;Kurdish Anarchs;;;;;;;;;;;;x
NEN;New R'lyeh;;;;;;;;;;;;;;
NEN_ADJ;R'lyeh;;;;;;;;;;;;;;
CAN;The Iroquois Confederation;;;;;;;;;;;;x
CAN_ADJ;Iroquois;;;;;;;;;;;;x
CAN_democracy;The Iroquois Republic;;;;;;;;;;;;;x;;
CAN_bourgeois_dictatorship;Iroquois;;;;;;;;;;;;;;
CAN_absolute_monarchy;The Iroquois Confederation;;;;;;;;;;;;x
CAN_prussian_constitutionalism;Kingdom of The Iroquois;;;;;;;;;;;;x
CAN_hms_government;Kingdom of The Iroquois;;;;;;;;;;;;x
CAN_fascist_dictatorship;The Iroquois Empire;;;;;;;;;;;;;x;
CAN_socialist;Socialist Cree Party;;;;;;;;;;;;x
CAN_communist;The Communist Party;;;;;;;;;;;;x
CAN_conservative;The Conservative Party;;;;;;;;;;;;x
CAN_reactionary;The Cree Loyalists;;;;;;;;;;;;x
CAN_liberal;The Blue Party;;;;;;;;;;;;x
CAN_fascist;The Nationalists;;;;;;;;;;;;x
CAN_anarcho_liberal;The Anarchists;;;;;;;;;;;;x
CPH;Caliphornia;;;;;;;;;;;;x
CPH_ADJ;Caliphornian;;;;;;;;;;;;x
CPH_democracy;Caliphornia;;;;;;;;;;;;;x;;
CPH_bourgeois_dictatorship;Caliphornia;;;;;;;;;;;;;;
CPH_absolute_monarchy;Sultanate of Caliphornia;;;;;;;;;;;;x
CPH_prussian_constitutionalism;Caliphornian Sultanate;;;;;;;;;;;;x
CPH_hms_government;Caliphornian Sultanate;;;;;;;;;;;;x
CPH_fascist_dictatorship;The Caliphornian Caliphate;;;;;;;;;;;;;x;
CPH_socialist;The Ba'ath Party;;;;;;;;;;;;x
CPH_communist;The Muslim Peoples' Party;;;;;;;;;;;;x
CPH_conservative;The Sultan's Supporters;;;;;;;;;;;;x
CPH_reactionary;The Reactionaries;;;;;;;;;;;;x
CPH_liberal;The Reformists;;;;;;;;;;;;x
CPH_fascist;The Fundamentalists;;;;;;;;;;;;x
CPH_anarcho_liberal;The Western Party;;;;;;;;;;;;x
MMN;Mormonia;;;;;;;;;;;;x
MMN_ADJ;Mormon;;;;;;;;;;;;x
MMN_democracy;Mormonia;;;;;;;;;;;;;x;;
MMN_bourgeois_dictatorship;Mormonia;;;;;;;;;;;;;;
MMN_absolute_monarchy;The Kingdom of Christ;;;;;;;;;;;;x
MMN_prussian_constitutionalism;The Kingdom of Christ;;;;;;;;;;;;x
MMN_hms_government;The Kingdom of Christ;;;;;;;;;;;;x
MMN_fascist_dictatorship;The Mormon Empire;;;;;;;;;;;;;x;
MMN_socialist;The Socialists;;;;;;;;;;;;x
MMN_communist;The Communists;;;;;;;;;;;;x
MMN_conservative;The Traditionalists;;;;;;;;;;;;x
MMN_reactionary;The Reactionaries;;;;;;;;;;;;x
MMN_liberal;Mormon Reformists;;;;;;;;;;;;x
MMN_fascist;Mormon Fundamentalists;;;;;;;;;;;;x
MMN_anarcho_liberal;The Mormon Anarchs;;;;;;;;;;;;x
PRI;Anarchist Territory;;;;;;;;;;;;;x
PRI_ADJ;Anarchist;;;;;;;;;;;;;x
PRI_liberal;Anarcho Liberals;;;;;;;;;;;;;x
PRI_socialist;Anarcho Socialists;;;;;;;;;;;;;x
PRI_conservative;Anarchists;;;;;;;;;;;;;x
PRI_anarcho_liberal;Even-More-Anarcho Liberals;;;;;;;;;;;;;x
PRI_communist;Anarcho Communes;;;;;;;;;;;;;x
PRI_fascist;Anarcho Fascists;;;;;;;;;;;;;x
PRI_reactionary;Reformists;;;;;;;;;;;;;x
SAF;Arktiesia;;;;;;;;;;;;x
SAF_ADJ;Arktiesian;;;;;;;;;;;;x
SAF_democracy;Arktiesia;;;;;;;;;;;;;x;;
SAF_bourgeois_dictatorship;Arktiesia;;;;;;;;;;;;;;
SAF_absolute_monarchy;The Kingdom of Arktiesia;;;;;;;;;;;;x
SAF_prussian_constitutionalism;The Kingdom of Arktiesia;;;;;;;;;;;;x
SAF_hms_government;The Kingdom of Arktiesia;;;;;;;;;;;;x
SAF_fascist_dictatorship;The Pro-Arktiesian Hyperborean Empire;;;;;;;;;;;;;x;
SAF_socialist;The Socialists;;;;;;;;;;;;x
SAF_communist;The Communists;;;;;;;;;;;;x
SAF_conservative;The Traditionalists;;;;;;;;;;;;x
SAF_reactionary;The Reactionaries;;;;;;;;;;;;x
SAF_liberal;Arktiesian Reformists;;;;;;;;;;;;x
SAF_fascist;Hyperborean Revanchists;;;;;;;;;;;;x
SAF_anarcho_liberal;The Arktiesian Anarchs;;;;;;;;;;;;x
SAF_colonial_company;The Arktiesian Colony;;;;;;;;;;;;;x
SAF_dominon;The Arktiesian Colony;;;;;;;;;;;;;x
PHL_colonial_company;Las Filipinas;;;;;;;;;;;;;x
ECU;Jungle Nation;;;;;;;;;;;;x
ECU_ADJ;Jungler;;;;;;;;;;;;x
ECU_democracy;Jungle Republic;;;;;;;;;;;;;x;;
ECU_bourgeois_dictatorship;Jungle Nation;;;;;;;;;;;;;;
ECU_absolute_monarchy;Jungle Kingdom;;;;;;;;;;;;x
ECU_prussian_constitutionalism;Jungle Kingdom;;;;;;;;;;;;x
ECU_hms_government;Jungle Kingdom;;;;;;;;;;;;x
ECU_fascist_dictatorship;Grand Jungle Empire;;;;;;;;;;;;;x;
ECU_socialist;The Socialists;;;;;;;;;;;;x
ECU_communist;The Communists;;;;;;;;;;;;x
ECU_conservative;The Traditionalists;;;;;;;;;;;;x
ECU_reactionary;The Reactionaries;;;;;;;;;;;;x
ECU_liberal;Arktiesian Reformists;;;;;;;;;;;;x
ECU_fascist;Hyperborean Revanchists;;;;;;;;;;;;x
ECU_anarcho_liberal;Anprim Jungle Party;;;;;;;;;;;;x
ECU_colonial_company;The Jungler Colony;;;;;;;;;;;;;x
ECU_dominon;The Jungler Colony;;;;;;;;;;;;;x
VNZ;Muzo;;;;;;;;;;;;x
VNZ_ADJ;Muzo;;;;;;;;;;;;x
VNZ_democracy;Muzo Republic;;;;;;;;;;;;;x;;
VNZ_bourgeois_dictatorship;Muzo State;;;;;;;;;;;;;;
VNZ_absolute_monarchy;Muzo Kingdom;;;;;;;;;;;;x
VNZ_prussian_constitutionalism;Muzo Kingdom;;;;;;;;;;;;x
VNZ_hms_government;Muzo Kingdom;;;;;;;;;;;;x
VNZ_fascist_dictatorship;Emerald Empire;;;;;;;;;;;;;x;
VNZ_socialist;The Socialists;;;;;;;;;;;;x
VNZ_communist;The Communists;;;;;;;;;;;;x
VNZ_conservative;The Traditionalists;;;;;;;;;;;;x
VNZ_reactionary;The Reactionaries;;;;;;;;;;;;x
VNZ_liberal;Muzo Reformists;;;;;;;;;;;;x
VNZ_fascist;Emerald Revanchists;;;;;;;;;;;;x
VNZ_anarcho_liberal;Anprim Muzo Party;;;;;;;;;;;;x
VNZ_colonial_company;The Muzo Colony;;;;;;;;;;;;;x
VNZ_dominon;The Muzo Colony;;;;;;;;;;;;;x
BOL;Mountain Nation;;;;;;;;;;;;x
BOL_ADJ;Mountaineer;;;;;;;;;;;;x
BOL_democracy;Mountain Republic;;;;;;;;;;;;;x;;
BOL_bourgeois_dictatorship;Mountain Nation;;;;;;;;;;;;;;
BOL_absolute_monarchy;Mountain Kingdom;;;;;;;;;;;;x
BOL_prussian_constitutionalism;Mountain Kingdom;;;;;;;;;;;;x
BOL_hms_government;Mountain Kingdom;;;;;;;;;;;;x
BOL_fascist_dictatorship;Grand Mountain Empire;;;;;;;;;;;;;x;
BOL_socialist;The Socialists;;;;;;;;;;;;x
BOL_communist;The Communists;;;;;;;;;;;;x
BOL_conservative;The Traditionalists;;;;;;;;;;;;x
BOL_reactionary;The Reactionaries;;;;;;;;;;;;x
BOL_liberal;Arktiesian Reformists;;;;;;;;;;;;x
BOL_fascist;Hyperborean Revanchists;;;;;;;;;;;;x
BOL_anarcho_liberal;Anprim Mountain Party;;;;;;;;;;;;x
BOL_colonial_company;The Mountaineer Colony;;;;;;;;;;;;;x
BOL_dominon;The Mountaineer Colony;;;;;;;;;;;;;x
CHP;Aztlan;;;;;;;;;;;;;x
CHP_ADJ;Aztlan;;;;;;;;;;;;;x
CHP_absolute_monarchy;Aztec Empire;;;;;;;;;;;;x
CHP_fascist_dictatorship;Aztec Empire;;;;;;;;;;;;;x;
CHP_liberal;Partido Liberal;Partido Liberal;Partido Liberal;;;;;;;;;;;x
CHP_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;x
CHP_conservative;Partido Estadista Republicano;Partido Estadista Republicano;Partido Estadista Republicano;;;;;;;;;;;x
CHP_anarcho_liberal;Partido Anarchista;Partido Anarchista;Partido Anarchista;;;;;;;;;;;x
CHP_communist;Partido Comunista;Partido Comunista;Partido Comunista;;;;;;;;;;;x
CHP_fascist;Partido Nacionalista;Partido Nacionalista;Partido Nacionalista;;;;;;;;;;;x
CHP_reactionary;Unión Republicana;Unión Republicana;Unión Republicana;;;;;;;;;;;x
COL;Yellowstone;;;;;;;;;;;;;x;;;;
COL_ADJ;Yellowstone;;;;;;;;;;;;;x;;;;
COL_hms_government;The Yellowstone Confederacy;;;;;;;;;;;;;x
COL_dominon;Columbia;;;;;;;;;;;;;x
COL_liberal;Liberal Party;;;;;;;;;;;;;x;;;;
COL_conservative;Conservative Party;Parti conservateur;Konservative Partei;;;;;;;;;;;x;;;;
COL_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;Partido Socialista;;;;;;;;;x;;;;
COL_reactionary;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;x;;;;
COL_anarcho_liberal;Radical Party;Parti radical;Radikale Partei;;Partido Radical;;;;;;;;;x;;;;
COL_communist;Communist Party;Parti communiste ;Kommunistische Partei;;Partido Comunista;;;;;;;;;x;;;;
COL_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;Partido Fascista;;;;;;;;;x;;;;
CHL;The Underground;;;;;;;;;;;;;x;;;;
CHL_ADJ;Mole-Men;;;;;;;;;;;;;x;;;;
CHL_hms_government;The Underground Kingdom;;;;;;;;;;;;;x
ECU_bourgeois_dictatorship;The Underground Kingdom;;;;;;;;;;;;;;
ECU_fascist_dictatorship;Mole Reich;;;;;;;;;;;;;x;
ECU_absolute_monarchy;Grand Mole-Men Empire;;;;;;;;;;;;x
ECU_prussian_constitutionalism;The Underground;;;;;;;;;;;;x
CHL_dominon;The Mole-Men Colony;;;;;;;;;;;;;x
CHL_liberal;Liberal Party;;;;;;;;;;;;;x;;;;
CHL_conservative;Conservative Party;Parti conservateur;Konservative Partei;;;;;;;;;;;x;;;;
CHL_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;Partido Socialista;;;;;;;;;x;;;;
CHL_reactionary;Nationalist Party;Parti nationaliste;Nationalistische Partei;;Partido Nacionalista;;;;;;;;;x;;;;
CHL_anarcho_liberal;Radical Party;Parti radical;Radikale Partei;;Partido Radical;;;;;;;;;x;;;;
CHL_communist;Communist Party;Parti communiste ;Kommunistische Partei;;Partido Comunista;;;;;;;;;x;;;;
CHL_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;Partido Fascista;;;;;;;;;x;;;;
USA;Amerika;;;;;;;;;;;;;x;;;;
USA_bourgeois_dictatorship;The State of Amerika;;;;;;;;;;;;;x;;;;
USA_absolute_monarchy;The Empire of Amerika;;;;;;;;;;;;;x;;;;
USA_prussian_constitutionalism;The Empire of Amerika;;;;;;;;;;;;;x;;;;
USA_hms_government;The Kingdom of Amerika;;;;;;;;;;;;;x;;;;
USA_proletarian_dictatorship;The People's Republic of Amerika;;;;;;;;;;;;;x;;;;
